content,score
INI BANK PALING RIBET. DAFTAR VIDEO CALL DI TANYA NYA KAYA YG MAU PENGAJUAN HUTANG. WKWKWK,1
"Sayonara Blu. Haduhhh tarik/setor di ATM BCA di kenai biaya admin , padahal induk perusahaan yg sama.",1
Kalo yg punya BCA udh pasti nomor wahid 👍,5
yuk banyakin lg cashbacknya🤑,5
pakai BLU BCAdigital memang mantap,5
aplikasi yang bagus,5
tarik tunai di bca kena biaya admin,4
Setor tunai gagal terusss 😭😭,1
"Udah 3X pas udah vc langsung dimatiin sama sono nya ,emng gitu apa ??",1
Promo nya bikin enakkk,5
tambahin barcode gambar donk,5
"mau verif lewat vc aja nggak nyambung"" hadeh",1
Kenapa sekarang transfer sesama BCA kena biaya..,2
Knapa tidak bisa terbuka,1
Tambah kartu fisik nya,4
Apakah tarik tunai bisa melalui atm bersama? Soalnya di daerah saya tidak ada bank BCA,5
Sudah capek capek isi data segala macam nungguin vidio callnya ujungnya ditolak,1
aplikasinya lemot parah,1
Tolong adakan kartu fisiknya dong,3
Bintang 3 dulu ntar klou enak tak tambahin,3
Laporan kemana ya kalau akun dihack dan berpindah tangan saya takut kalau dibuat macem' soalnya menyangkut data diri saya,5
Efisiensi keuangan dalam dunia virtual,5
pake npwp cuk langsung uniinstal,1
Mau videocall verifikasi antriannya buset,3
"sangat membantu, trimaksih BCA",4
Mw daftar az ribet nya minta ampun,1
Ini kok susah masuk akun lagi ya,1
Atas nama Wasdi saya transaksi melalui Qris ke Dana Bisnis saya. Di blu bca nya berhasill tapi di Dana bisnis ga masuk2 kenapa ya .,1
Tim cs tambahin biar gk antri ratusan,1
Apakah aplikasi ini mendapat reward?,5
se seruu itu pakai bluu trf beda bank no admin🥰,5
aplikasi agak lemot,4
"keren sih, inovasi terus group BCA mengikuti perkembangan jaman",5
Memudahkan bertransaksi dan Bisa transfer kemana saja,5
SEMUA TRANSAKSI TRANSFER DIKENAKAN BIAYA ADMIN BAHKAN DARI BLU KE BCA PAYAHHHH...,1
Baca dulu review bintang 1 sebelum anda install app busuk ini. Sebelum anda nyesal dan kehilangan uangmu.,1
cash backnya kurang banyak 😁,3
Masih baru nyoba nih..klo ok 🌟 nambah,3
Mengapa kode refral sya tidak bsa dgnaķan,1
Untuk menerima pembayaran dari google adsense pilih Bank Royal,5
Gak ada opsi untuk login ??,3
Keseringan bermasalah,1
Kenapa ga bisa di up date,3
Buka rekening cuman 5 menit aja dan cepet banget deh dan pakai AKHMAPPIP buat kamu yg mau blu by BCA digital,5
"taransfer dari gopay ke blue kok ditolak terus, ga pantes bawa nama BCA l, PAYAH !",1
4 dulu kalau adaa yang lain lebih bedaa tak ksih bintang 5,4
"Banyak Promonya, tq BCA",5
"Mudah"" an aku bisa nabung dengan aman disini 🙏",5
Semenjak pake blu by bca jadi segala mudah,5
smoga layanan ini baik.. 😊,5
memudahkan semuanya,3
sayang klo trf ke Bca konven msh kena biaya trf,5
Parah sih sekarang blu malah sering eror,1
Ngantri verifikasinya kelamaan kaya nunggu d bank 🤣🤣,1
BILANG TIDAK ADA ADMINISTRASI NYA TERNYATA ADA POTONG LUMAYAN LAGI,1
Payah belum bisa virtual acunt,2
"puas pake blue., Terimakasih blu",5
mt mlm admin aku seneng pake blu by bca diqital memng ok transaksi nyah lncar cepet makasi admin,5
sangat direkomendasikan 😁,5
hanya bintang berbicara,5
Berguna banget si aplikasi ini,5
Mana nih isi ulang flazz bca nya,4
mantaf slalu yg terbaik kedepannya,5
"Mau daftar tidak di layani sama Cs nya,, Cs kejam banget",1
mantap.sangat mempermudah,5
Lelet amat aplikasinya :),1
Mau transfer bank ini sudah di blokir kenapa ya,2
Kenapa gak bisa dibuka,5
blu aplikasi bagus 👍,5
membatu dalam keseharian alokasi dana,5
Mau transfer aja kaga bisa bisa,1
ok banget...bahasanya gaul...anak muda jaman now,5
Terbaik Sangat Cepat,5
Min belum ada top up untuk e wallet yang laina ko cuma dana dan gopay saja,5
Ko engga bisa buka kamera,1
Fitur pembayarannya diperbanyak min,5
Apa blu bca di awal ada saldo mengendap?,5
Mantap membantu sekali,5
"Ngeselin muter"" Mulu, padahal aplikasi lain lancar"" Aja",2
Mudah untuk dipahami,4
flexible cuman sayang tidak dikasih kartu ATM secara fisik,4
Uinstal langsung krn mau dftr aja susah,2
Bug saat saya penarikan uang 100rb.,1
Atm ga ada kurang lengkap,4
sangat membantu terimakasih,5
"Saran saja agar bisa buka fitur top up BCA flass, dan produk semua BCA",4
Susah amat verifikasi wajah,2
bagus cepat terbaik,5
terimaksih blu bca banyakin cashback nya yaa😍,5
"Udah 2 hari vc gak nyambung"" .. Gimana sih ini...",2
gokil deh selama pakai blu... kembangin lagi ya boskuhh,5
Wow blu keren banget,5
Aplikasi nya lemot,3
terbaik dah ok sipdah jos gandos kotos kotos,5
Perbanyak Cashback-nya lagi.,5
Cs nya ga ramah di jam 09 55 hari mingu 10 12 23,1
wahhh. semakin mudah ajja 🥰,5
bagus.. sangat membantu,5
"Ditolak gak tau alasannya,padahal aku punya rek BCA 🤣🤣🤣",1
prosesnya cepat nian,5
Segera hadirkan kartu fisiknya,4
sangat hanya donk,5
lancar digunakan,5
Good sangat membantu,5
Mending antri vaksin jelas ada nomornya daripada antri vc gagal terus,1
Halo kak saya mau nanya untuk kecamatan Cigalontang kokbmasih belum ada ya,3
Semenjak di update jadi gbisa tf pake Virtual Account👎,2
gila keren banget,5
pindah dana ke bca kena biaya ya,4
"enak,mudah,membantu",5
Ini ko gak ada kartu debit nya ??,4
sangat membantu blu bca dalam kehidupan saya,5
aplikasinya mantap bangat,5
Tidak bisa bertransaksi,1
"pikirnya pengen nyaingin ovo, dana. tp pihak bca g serius dgn blu bca.. udah hapus z di playstore apk mu .",1
mantap buat ngumpulin receh,5
Apk pret lah verifikasi wajah aja susah,1
"sangatt amat membantuu, tengkyuh blu by bca",5
sampai saat ini ok n aman,5
Klo mau ambil tunai gimana caranya,1
Bagus sangat membantu,5
Ngerusak nama bca aja yg udah besar dan terkenal loyal sama nasabah... Verif aja kayak antrian sembako 🤣,1
Apa apaan ini? TF ke sesama BCA pakai biaya admin. Parah,1
TF DARI BLU KE BCA STATUS BERHASIL TAPI SALDO NGGA MASUK. MANA PENANGANAN LELET KAYA SIPUT CUIH.,1
Tambahkan fitur kartu debit,4
"Halo mbak, kalau saya mau mengecek data diri atau nama ibu gadis kandung bagaimana ya tanpa ke kantor cabang. Soalnya saya hubungi halo bca data saya tidak bisa dibuka?",4
mudah untuk transaksi,5
memudahkan bertransaksi dan mengatur keuangan,5
Mantaps.. sangat membantu,5
Gmn ya ini susah divideo call tolong dong,1
poko nya bagus banget,5
Untuk Kode Undangan Pinjaman di blu koq gak masuk ke email saya ya,4
Kenapa lemot banget 😭,1
Bintang yang berbicara,5
cukup memudahkan,5
Alhamdulillah sangat membantu,5
semua jadi mudah dgn Blu BCA,5
MANTAP SYSTEM KEAMANAN DITINGKATKAN,5
Aplikasi nya bagus banget,5
sangat membantu degh Pokoknya,5
"Min,, untuk blu BCA apakah bisa tarik tunai di ATM BCA?",5
Semoga makin baik dan aman dengan blu by BCA. Suksesbuat BCA,5
"membantu banget brooo, thanks",5
Buka rekening sangat mudah..,5
Kereeen bgt blu dr BCA Digital sangat memudahkan,5
Dh 1thn pakai aman aman saja Hanya skrng tarik tunai kena admin BCA virtual accountnya tidak bisa d akses Kecewa bgd jadi males make blu,1
good pelayanan nya,4
Siiippp mantab sangat membantu terimakasih 🙏,5
"Ribet,lebih bagus dana",1
Kenapa saya tidak bisa mendaftar?,3
Pemilihan nomor rekening cantik di kenakan biaya 100,1
"Payah, Gak bisa Top up Flazz",1
Mau di coba dlu transaksi pakai blu by BCA,3
jajan konken cashback terus sukaaa...,5
klo malem va gk bisa,3
di tunggu kartu debit nya kak,5
Riweh banget euy. Kayak mo kredit aja. Padahal mau dipakai naruh duit.,2
Tarik tunai kena biaya..,1
Aplikasinya bagus,5
Mantap Memberi Kemudahan,5
Ini apk paling Ribet sejagat Raya Bikin rek online ajh harus video coll Mana nunggu antrian nya lama lagi sampe berabad abad? Gx ngotak ni apk gx mikir 2x Pantes ajh pengguna nya sdikit Video call nya ajh sampe bertahun tahun,1
Ringan aplikasinya...,5
Sekarang narik di ATM BCA di batasi 😄 makin sulit untuk mengambil uang,1
keren disc nya,5
sangat membantu dalam keuangan saya,5
Ka tolong akun saya blokir takut di salah gunakan oleh seseorang yang hack akun saya terimakasih,4
Bca memang ok paling canggih,5
Saya ga bisa daftar,1
bca tapi praktis,5
Lumayan Cuma Aga Lelet Transisi Nya,5
gangguan terus,1
cobain aja sendiri biar tau...,5
aman simple akurat,5
nggak ada fitur edit akun,2
Knp akun sy tidak bs melakukan transaksi apapun,2
Tolol banget bikinnya susah wajahmu belum tepat di lingkaran jelas2 udah di tengah lingkaran buta apa gimana si anjg,1
Knp saya ga bisa daftar min,4
aplikasi gajelas verip muka aja laama anj,1
Tarik tunai kena biaya ADM ..hmmmm dahlah cape padahal di mesin ATM BCA sendiri,1
masih agak sedikit lalod,4
harusnya top dana di permudah okee,5
Tetep ke potong admin 6500,1
mantap beli kopi kenangan cashback 25k,5
Good buat nabung,5
bagus dan mudah,4
"Angkat vc gua ajg, yg daftar berapa si",1
setor tunai di atm BCA kena biaya admin tarik tunai di atm BCA kena biaya admin transfer kena biaya admin jangan sampelah perbulan kena biaya admin juga 🥲,1
Aman gak ni aplikasi nya,1
Buatin kartu sim card nya dong,4
"sesama BCA kok kena Admin, sayang. Dari BCA ke bluenya",4
blureward nya mantap,5
Layanan call CS lama beud....padah udahbantrian 01 masa sampe 45 menit an lebih darib01 ke 00 udah 45 menitan lebih,1
"Erorrrrr terusss, gak jelasssss, nyesel pake ini",1
"Ok, transaksi jadi mudah",5
aplikasi nya kereeen,5
Kembangkan terus aplikasinya,5
wah ini tidak bagus,1
Coba pinjam diblu bca karna ada urusan..sekarang mau dibatalin gak bs!!!! Gimana sih urusannya,1
Kartu nya bagus unyu2,5
Luar biasa mantap bos 👍,5
kebanyakan update,1
Bagus dan mantapp,5
Mau vc nya susah kluar melulu,4
mantap dah aplikasinya,5
memudahkan segala nya 🥰,5
Mantap Pake Blu... Deposito Bunganya Sangat Tinggi...,5
"udah lumayan mantap,",3
Mau nyoba kalo bermanfaat lanjut,5
"Ada Biaya admin transfer 6500 Mending pake neo+, seabank, hana bank gratis transfer",2
mantap cepat tepat,5
Aplikasi terBuruk se indonesia,1
sejauh ini oke banget,5
Tolong dong adain ATM nya plis,5
ok tapi PDAM belum seluruh terjangkau,5
apk sangat berguna,5
Mudah penggunaanya,5
aduh sip dah pokoknya,5
Mau masuk sulitnya minta ampun,1
puas lancar jaya,5
sangat memuaskan,5
selalu puas dg bluu,5
Mantap proses nya cepet,5
tambahin tgl terbit pertama bludeposit,5
Aplikasi yang bagus,5
"Mudah tarik tunai diatm BCA , harapan nya bisa zero admin nihh .",5
Transf non admin banyak syarat,4
enak bgt pake bluuu~~~~,5
Cara daftarnya susah,1
Semoga bermanfaat dan Sukses selalu,5
memudahkan transaksi,5
Gjls kamera verifikasi lelet,2
Udh coba Dari Jam 8Pago Sampe Jam 8 Malem Cba Buat Daftar Di Akhir Yg Nunggu Vidio Call Gak Bisa Mulu,1
Sering gangguan,1
Kirain bs tarik tunai gratis krna masih bawa nama BCA..,3
"Mohon di benarkan saat mengatur tanggal lahir saya setengah jam gagal karna ngatur tanggal lahir doang, di permurdah ga bisa?",1
sangat membantu sy terimakasih blu bca,5
"terbaik, bisa setor tunai di ATM manapun",5
sangat baik mmg dan top BANK BLU BCA DIGITAL,5
aplikasinya nyenengin hati,5
mempermudah transaksi,5
banyak cashback mantap,5
Min sekarang transfer dari bca ke rekening blu bca digital kena admin transfer?,5
mantap sangat membantu,5
Terus tingkatkan pelayanan publik 👍🏼,5
"Eror aja terus kerjaannya, aman ga si simpen duit di sini hadehhh",1
Appnya tambah lemot.,2
Sulit bnget mau trf gagal2 mulu mpek esmosi.jadi q lampiaskan dngn bintang 1,1
mantul sangat membantu..,5
"Bagus, tapi kepengen banget ditambahain fitur blu syariah",5
baik sekali app nya,5
Blue emng manthap ...sangat mmbntu aku bngt buat Wara wiri Tfr & beli kouta inrnt ...pokoknya Mnthaaap,5
"Transfer ke BCA kok kena biaya ya? 2500 Dari BCA ke Blu free. Blu Syariah, Kapan? Jago udah ada.",2
simpel tapi pasti,5
mantaapppp keren habiss,5
Ko susah bnget video call nya tututut keluar tututut keluar bnke,1
sangat mempermudah 🩷,5
Maaf blu BCA bisa terima transperan dari luar negri gk,3
mantap promonya,5
Terima kasih dgn aplikasi ini aku bisa bisnis,5
Kalau blm pny rek bank BCA apakah bisa gabung dan tarik tunai melalui bank lain,1
Beri arahan biar gampang masuk,4
Mudah&ramah digunakan,5
lemot kurang pinter,2
Cara untuk deposito blu account gmna ya?,5
Yg kutumggu adalah hadiah dr Blu yg berbentuk rupiah....,5
"Alhamdulillah, terimakasih Blu semoga kebaikanmu dibalas 1000 kali lipat Aamiin InsyaAlloh 🤲 ikhlas,bwbangwaluyo",5
Suka dengan aplikasi ini,5
Aplikasi lu lemot banget,1
bagus aplikasinya,5
apk my mantap rekomended banget,5
"Udh 3 Tahun Pake Blu,dan sering Transaksi giliran Ngajuin Pinjaman 3 kali di Tolak....Ribet",2
Ganti perangkat kq susah ya,4
Sangat membantu sekali,5
Coba dulu .. kalau T.OP. baru ditambah bintang nya,3
apk nya bagus,5
Kapan nih blu punya qr code sm kartu debit sendiri?,4
sejauh ini mudah kok,5
Tolong di percepat proses pendaftaran ..atas nama dendi ruslandi ..sudah menunggu 6 jam,5
Saya tidak bisa verifikasi wajah sama sekali,1
Kenapa saya tidak bisa mengajukan pinjaman di blu🥺,1
Dpt verifikasi kode susah terus,2
pembayaran lancar terimakasih blu bca,5
"Kenapa blu bca ya g, muncul",5
slama pake blu bca saya tarik uang tanpa kartu di atm.mksh ya,5
sangat membantu banget,5
Emang BCA ini lebih top lah di banding bank lain.,5
makasih vocer kopkennya,5
Transfer di kenakan biaya sesama BCA Tarik tunai di kenakan biaya padah narik di atm BCA GAK JELAS BCA 👎🏿 GEMBEL,1
Mantap buat Transaksi 👍,5
Bagus banget pokoknya.,5
Mantap... Semoga Makin Sukses Ke Depan Nya.,5
Blu BCA Digital sangat berperan penting dalam perkembangan keuangan digital.,5
sangat puas pasti nya,5
Skrg pake blu kena admin jg kalo transfer jdi males pake blu,1
orang bikin tabungan ajh ribet bangat gi mana nasabah mau nabung daftar ajh ribet bangat,1
Mantapp sangat membantu,5
OTP tidak keluar,2
Aplikasinta selalu eror,1
Kak ini ada biaya potongan tiap bln ndak?,5
Masa dari bca ke blu bca juga kena biaya admin byee blu,1
oke sangat bagus terima kasih,5
"Kenapa nggak bisa di bagikan ya, kalo mBCA bisa,",3
Data sudah diberikan tapi malah ditolak. Merugikan calon nasabah,1
Makasih sangat membantu aktitipiteS dalam ber transaksi sukses blu by BCA,5
Keren dan mantap,5
Cocok untuk pembayaran parkir non tunai di kota Samarinda,5
mantap..ditunggu IPO nya,5
"tombol ""log in"" nggak ada",1
"LEMOT BANGETTTTTTTTTTTT, NYUSAHIN. BUANG BUANG WAKTU",1
Munggu vc nya lama..ditungguin 40 menit ga ada2,1
Knapa gak diangkat vc nya blu CS NYA GAK BERESS KEBANYAKAN MAKAN MICIN ANYING,1
aplikasi yg sangat membantu 👍,5
Transfer masih gratis....,5
"TERLALU BANYAK BUG SETIAP HARI, MAINTENANCE TERUS KALO TRANSAKSI MENDING MAKE M-BANKING BCA SAJA !!!",1
"Fokusin promo di CGV dan Kopi2 ya, thx",5
cashback terus bikin bahagia,5
Sekaran setor/tarik di ATM BCA tunai melebihi kuota di kenakan biaya,1
pake blu tuhh TF ke mana aja gak ribet pakei blu pokoknya aman,5
semoga sukses selalu untuk selamanya,5
Apk yg cukup bagus....,5
Terbaik untuk cs nya,5
Pake kode ini yaa biar dapet bluPoin EVASIARMI,5
Ga bisa d buka aplikasinya,1
Blu memang mantap punya👍,5
sangat membantu sekali,5
saya suka pakai blu bca ok,5
sangat membantu sekali,5
jadi bisa management keuangan,5
Alhamdulillah sangat membantu,5
sangat baik untuk saat ini,4
Yah bebas biaya tfnya cm 2bln🏠,3
susah verification wajah nha,1
happy dong mantaf nggak kaleng2,5
Tambahin promo diskonnya,5
sangat puas tapi saya mengajukan pinjaman ditolak kenapa ya ?,5
Semoga akun saya segera di aktivasi. Terima kasih blu,5
Aplikasi super lelet,2
hari ini tgl 27 desember 22 eror . . mau tf g bs . . .🥲,5
Sudah lancar untuk transaksi ke BCA.,4
Memudahkan banget ngatur keuangan.. thx blu,5
aplikasi nya keren,5
Mantap nabung dapet bunga dong 😁😁😁😁,5
Ko saya GK bs logon . Iya terus kemana saya harus login . Apa saya harus k bank BCA biar bs ngecek saldo saya,2
Susah sekali untuk verifikasi muka,1
good lah sejauh ini...BCA OKE👍,5
JELEK SEKALI.. HARUS MASUKIN PASWOR TIAP KALI LOGIN.. RIBET AMAT..,1
membantu bnget dlm atur keuangan,5
"Tidak dapat masuk pak di akun BLU BCA,dengan nama Osa agung dirgantara Mohon untuk.di cek.pak",5
"NAJIS SIAPA SI YG BIKIN NIH APK, GBLK LAG BNGT AJG TOLOL PECAT AJA YG BIKIN GOBLK LU",1
Suka buat transfer sana sini,5
Biar Bintang Yang Bicara 🌟🌟🌟🌟🌟,5
Nyesel pakai blu transfer mahal,1
Ga danta monyet gw udah nunggu 40menit udah diangkat cs malah dimatiin,1
Mantap blu BCA sukses selalu,5
transaksi lebih mudah,5
Sumpah lemot x ne aplikasi,1
mantabs...menjadi solusi,5
BESTTT BANGETTTTT APLIKASINYA,5
Untuk sekarang blu ok,5
Sekarang ada biaya admin nya dong padahal sesama BCA nya,3
"SELAMAT ULANG TAHUN BLU, BLU ANIV 2 TAHUN MENEMANI",5
dulu tf ke BCA gratis tp knp sekarang bayarrrr,3
BCA makin ok n jaya terus,5
"Laah kok transfer ke BCA jadi ada adminnya sih? Kemarin"" padahal gak ada admin, ke sesama BCA loh jgn gimmick dong",3
Kasih bintang 4 dulu baru coba nih,4
"mulai kecewa sekarang transfer ke sesama BCA,Tarik/Setor Tunai kena BIAYA ADMIN",2
Masukin kode ini gaesss ==>>> AWANBISK0 <==== pokokny mantul yg tau2 ajjah 👏👏👏,5
"Kenapa di hapus ulasan saya,takut rating turun ya.parah sekali ink",1
lumayan cashback ya,5
Ribet prepikasi wajah nya..udah gimna2 ttp ga hisa,1
Blu BCA memang ok banget...!!!👍👍♥️,5
g pernah nyesal pakai blue,5
Bagus sangat membantu,5
Pake hp redmi mau daftar hrus aktifin mlu scrrenlock nya .. ampe2 ke blok nmer saya 😰,1
"Ga2l konek mulu,gmna sich. Lama2 bikim jengkel pake Blu Bca",2
sangat menarik,5
Udah vc tetep aja gak aktif2.malah nyutuh vc lagi.Hadeuhhh,1
benar-benar bermanfaat👍👍👍,5
Nawarin pinjeman tpi malah ditolak sa sesusai bngt,1
perbaiki terus layanamu... blu ...,5
mudah d pahamin n gampang,5
"Susah Verifikasi Wajah, harap diperhatikan",5
Tolong dong adakan Blu Syariah. Biar ga kalah sama abang Jago.,4
Masih tetep BNC yg tbaik,3
"DAFTARNYA AJA RIBET BANGET, HP DISENDERIN TAPI MASIH DIBILANG GOYANG, PALA KAU GOYANG BCA",1
apknya berat bgt,3
"SANGAT SANGAT BAGUS, SEMOGA KEDEPANNYA MAKIN BERKEMBANG👍",5
Crash setiap veriv wajah,1
Najis vertivikasi muka susab banget najis ga bisa mulu,1
keren Blue BCA. Terus lakukan inovasi terbaikmu untuk Indonesia..Luv Luv BCA,5
Apk nya baguss bangett,5
oyeeeeee BCAblu mantap,5
Buka rekening secepat kilat👍👍👍 Bca emang mantul😁,5
Kapan pembuatan ATM nya ya kira2 ?,5
sangat membantu sekali,5
gratis biaya transfer saya suka,5
Aplikasinya bagus terpercaya,5
Buka aplikasinya ke blokir...cara buka kembalinya gimana,5
