score,stemmed,text_akhir,polarity_score,polarity,sentiment
4,['good'],good,5,positive,1
5,"['good', 'blu', 'bca', 'digital']",good blu bca digital,5,positive,1
5,"['okeee', 'banget']",okeee banget,1,positive,1
5,['mantapmudah'],mantapmudah,0,neutral,0
5,"['app', 'blu', 'kerennn']",app blu kerennn,0,neutral,0
5,['keren'],keren,0,neutral,0
2,['bagus'],bagus,-2,negative,-1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['kereeeeeen'],kereeeeeen,0,neutral,0
5,['mantappp'],mantappp,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['outstanding'],outstanding,0,neutral,0
5,['tingkat'],tingkat,1,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['baik'],baik,2,positive,1
5,['oke'],oke,2,positive,1
5,['oke'],oke,2,positive,1
5,['mantabs'],mantabs,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['matap'],matap,0,neutral,0
5,['best'],best,0,neutral,0
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['goood'],goood,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['keren'],keren,0,neutral,0
5,['good'],good,5,positive,1
5,['mantaff'],mantaff,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
1,['parah'],parah,-5,negative,-1
5,"['mudah', 'banget']",mudah banget,4,positive,1
5,"['best', 'pokok']",best pokok,0,neutral,0
5,"['mantap', 'deh']",mantap deh,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['bagus'],bagus,-2,negative,-1
5,"['super', 'mantap']",super mantap,6,positive,1
5,"['baguss', 'banget']",baguss banget,1,positive,1
5,"['jozzz', 'pokok']",jozzz pokok,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,"['jjiuyh', 'bovgyaj']",jjiuyh bovgyaj,0,neutral,0
5,['terbaique'],terbaique,0,neutral,0
4,['hmmmoke'],hmmmoke,0,neutral,0
4,['lumayan'],lumayan,-1,negative,-1
4,['bagus'],bagus,-2,negative,-1
4,['mantap'],mantap,5,positive,1
4,['bagus'],bagus,-2,negative,-1
5,"['best', 'blu', 'bca', 'digital']",best blu bca digital,0,neutral,0
4,"['ok', 'deh']",ok deh,4,positive,1
4,"['trskasi', 'cepat']",trskasi cepat,0,neutral,0
3,['lumayan'],lumayan,-1,negative,-1
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['mantap', 'blu']",mantap blu,5,positive,1
5,"['best', 'deh']",best deh,0,neutral,0
1,"['aplikasi', 'anjzing']",aplikasi anjzing,-4,negative,-1
5,"['pokoknx', 'blu', 'best']",pokoknx blu best,0,neutral,0
5,"['far', 'good']",far good,5,positive,1
5,['seruseru'],seruseru,0,neutral,0
1,['jelek'],jelek,-5,negative,-1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['jos'],jos,0,neutral,0
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['patenn'],patenn,0,neutral,0
5,['mudah'],mudah,3,positive,1
5,['ok'],ok,4,positive,1
5,['keren'],keren,0,neutral,0
5,['baik'],baik,2,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['baggusssssssss'],baggusssssssss,0,neutral,0
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['cool'],cool,2,positive,1
5,['bantu'],bantu,-1,negative,-1
5,['mantul'],mantul,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['mantul'],mantul,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['cool'],cool,2,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['aman'],aman,0,neutral,0
5,['mantaf'],mantaf,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['manfaat'],manfaat,5,positive,1
5,['mantul'],mantul,0,neutral,0
5,['good'],good,5,positive,1
5,['kereeen'],kereeen,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['good'],good,5,positive,1
5,['kereen'],kereen,0,neutral,0
5,['ok'],ok,4,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['giood'],giood,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,"['kerennnnn', 'buangett']",kerennnnn buangett,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,"['lancar', 'mudah']",lancar mudah,5,positive,1
5,['sipppp'],sipppp,0,neutral,0
5,"['suka', 'banget']",suka banget,3,positive,1
5,"['blu', 'keren']",blu keren,0,neutral,0
5,"['mantap', 'bos']",mantap bos,8,positive,1
5,"['mantap', 'blu']",mantap blu,5,positive,1
5,"['mantap', 'saudara', 'laki']",mantap saudara laki,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mudah'],mudah,3,positive,1
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,"['keren', 'bingits']",keren bingits,0,neutral,0
5,['like'],like,0,neutral,0
5,"['ok', 'jos']",ok jos,4,positive,1
5,"['easy', 'use']",easy use,0,neutral,0
5,"['good', 'job']",good job,5,positive,1
5,['best'],best,0,neutral,0
5,"['nice', 'partner']",nice partner,4,positive,1
5,"['good', 'job']",good job,5,positive,1
5,"['suka', 'pollllll']",suka pollllll,2,positive,1
5,[],,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['mantul'],mantul,0,neutral,0
1,"['transfer', 'macet', 'karukaruan', 'iki', 'aplikasi', 'bosok', 'malih', 'beh', 'bicara', 'sembarang', 'wes', 'iki', 'dwet', 'macet', 'bosok', 'bosok']",transfer macet karukaruan iki aplikasi bosok malih beh bicara sembarang wes iki dwet macet bosok bosok,-8,negative,-1
1,"['bank', 'digital', 'sampah', 'sulit', 'konsunen', 'cuihh', 'najiisss']",bank digital sampah sulit konsunen cuihh najiisss,-4,negative,-1
5,"['mantap', 'blu', 'film', 'italian', 'vintage', 'xnxx']",mantap blu film italian vintage xnxx,5,positive,1
5,"['guna', 'mudah', 'tampiilan', 'kecee', 'abeess']",guna mudah tampiilan kecee abeess,4,positive,1
4,['ok'],ok,4,positive,1
5,['keren'],keren,0,neutral,0
5,['good'],good,5,positive,1
5,['recommended'],recommended,0,neutral,0
5,['good'],good,5,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['mntap'],mntap,0,neutral,0
5,['wahh'],wahh,0,neutral,0
5,['ok'],ok,4,positive,1
5,['mantaf'],mantaf,0,neutral,0
5,['simpel'],simpel,3,positive,1
5,['terimakasih'],terimakasih,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantabs'],mantabs,0,neutral,0
5,"['okeh', 'banget']",okeh banget,1,positive,1
5,"['mantap', 'deh']",mantap deh,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['oke'],oke,2,positive,1
5,"['good', 'jobs']",good jobs,5,positive,1
5,"['bagus', 'mantap']",bagus mantap,3,positive,1
5,"['ok', 'deh']",ok deh,4,positive,1
5,"['ok', 'bnget']",ok bnget,4,positive,1
5,['coba'],coba,1,positive,1
5,['good'],good,5,positive,1
1,"['force', 'close', 'pas', 'vidcall']",force close pas vidcall,1,positive,1
5,"['far', 'good', 'say', 'blu', 'best']",far good say blu best,6,positive,1
4,['okokok'],okokok,0,neutral,0
4,['mantab'],mantab,0,neutral,0
5,"['best', 'alwys', 'bca', 'blu']",best alwys bca blu,0,neutral,0
5,"['mantap', 'cash', 'back', 'tingkat']",mantap cash back tingkat,8,positive,1
3,['bagus'],bagus,-2,negative,-1
3,['mantap'],mantap,5,positive,1
5,"['good', 'app']",good app,5,positive,1
5,"['ahh', 'mantap']",ahh mantap,5,positive,1
5,"['mantap', 'nice']",mantap nice,9,positive,1
5,"['ok', 'terima', 'kasih']",ok terima kasih,7,positive,1
5,['baguusssssbgt'],baguusssssbgt,0,neutral,0
1,['baik'],baik,2,positive,1
1,['modol'],modol,0,neutral,0
5,['ok'],ok,4,positive,1
5,['best'],best,0,neutral,0
5,['mantabz'],mantabz,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['dukung'],dukung,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['jos'],jos,0,neutral,0
5,['top'],top,5,positive,1
5,['nice'],nice,4,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['goood'],goood,0,neutral,0
5,['alhamdulillah'],alhamdulillah,5,positive,1
5,['oke'],oke,2,positive,1
5,['keren'],keren,0,neutral,0
5,['muas'],muas,5,positive,1
5,['terbaiiikkk'],terbaiiikkk,0,neutral,0
5,['mantapppppppp'],mantapppppppp,0,neutral,0
5,['cepat'],cepat,0,neutral,0
5,['oke'],oke,2,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['oke'],oke,2,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['top'],top,5,positive,1
5,['ok'],ok,4,positive,1
5,['oke'],oke,2,positive,1
5,['puas'],puas,3,positive,1
5,"['mantul', 'habis']",mantul habis,0,neutral,0
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['suka', 'bangettttt']",suka bangettttt,2,positive,1
5,"['upgrade', 'trusssssss']",upgrade trusssssss,0,neutral,0
5,"['ok', 'banget']",ok banget,5,positive,1
5,"['mantap', 'banget']",mantap banget,6,positive,1
5,"['best', 'pokok']",best pokok,0,neutral,0
5,"['ok', 'sip']",ok sip,4,positive,1
5,"['mantabb', 'kak']",mantabb kak,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,"['ok', 'banget']",ok banget,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['gampang'],gampang,1,positive,1
5,"['lumayan', 'ngebantu']",lumayan ngebantu,-1,negative,-1
5,"['bagus', 'mantap']",bagus mantap,3,positive,1
5,['bagus'],bagus,-2,negative,-1
5,[],,0,neutral,0
5,[],,0,neutral,0
1,"['lapor', 'csv', 'pdf']",lapor csv pdf,2,positive,1
5,"['good', 'application', 'hopeless', 'va', 'jam']",good application hopeless va jam,5,positive,1
5,"['ii', 'kakak', 'iljm']",ii kakak iljm,0,neutral,0
1,"['upgrade', 'topup', 'shopee', 'pay']",upgrade topup shopee pay,0,neutral,0
5,"['simple', 'gaul', 'fitur', 'lengkap']",simple gaul fitur lengkap,-1,negative,-1
5,"['far', 'good']",far good,5,positive,1
5,"['pokok', 'blu', 'muantttaapppp']",pokok blu muantttaapppp,0,neutral,0
4,['ok'],ok,4,positive,1
4,['good'],good,5,positive,1
4,['ok'],ok,4,positive,1
4,['good'],good,5,positive,1
4,['mantap'],mantap,5,positive,1
5,"['bagus', 'mudah']",bagus mudah,1,positive,1
5,"['good', 'job', 'bantu']",good job bantu,4,positive,1
5,"['easy', 'fast']",easy fast,0,neutral,0
3,['mudah'],mudah,3,positive,1
4,[],,0,neutral,0
4,"['ok', 'banget']",ok banget,5,positive,1
4,['bagus'],bagus,-2,negative,-1
4,"['puas', 'banget']",puas banget,4,positive,1
4,"['proses', 'cepat']",proses cepat,1,positive,1
4,"['mudah', 'banget']",mudah banget,4,positive,1
4,"['terima', 'kasih']",terima kasih,3,positive,1
5,"['keren', 'banget']",keren banget,1,positive,1
5,"['good', 'muas']",good muas,10,positive,1
5,['ok'],ok,4,positive,1
5,"['ok', 'banget']",ok banget,5,positive,1
5,['nabunggg'],nabunggg,0,neutral,0
5,['easypollll'],easypollll,0,neutral,0
5,[],,0,neutral,0
1,['mmbantu'],mmbantu,0,neutral,0
5,"['verry', 'good', 'apps']",verry good apps,5,positive,1
5,"['best', 'pokk']",best pokk,0,neutral,0
5,"['blu', 'bca', 'top']",blu bca top,5,positive,1
5,"['maasyaa', 'allah', 'mantal']",maasyaa allah mantal,5,positive,1
5,"['recomended', 'apk']",recomended apk,0,neutral,0
5,['ntapss'],ntapss,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['muas'],muas,5,positive,1
1,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantaf'],mantaf,0,neutral,0
5,['goooood'],goooood,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['oke'],oke,2,positive,1
5,['bagusss'],bagusss,0,neutral,0
5,['good'],good,5,positive,1
5,['baguss'],baguss,0,neutral,0
5,['mantuull'],mantuull,0,neutral,0
5,['oke'],oke,2,positive,1
5,['simpel'],simpel,3,positive,1
5,['mantab'],mantab,0,neutral,0
5,['good'],good,5,positive,1
5,['mannttaabb'],mannttaabb,0,neutral,0
5,['mntap'],mntap,0,neutral,0
5,['nice'],nice,4,positive,1
5,['mantuuuuull'],mantuuuuull,0,neutral,0
5,['good'],good,5,positive,1
5,['mantappp'],mantappp,0,neutral,0
5,['memuaskn'],memuaskn,0,neutral,0
5,['usefull'],usefull,0,neutral,0
5,['oke'],oke,2,positive,1
5,['gabut'],gabut,-5,negative,-1
5,['mantappo'],mantappo,0,neutral,0
5,['ok'],ok,4,positive,1
5,['praktis'],praktis,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['owesome'],owesome,0,neutral,0
5,['ok'],ok,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['nice'],nice,4,positive,1
5,['ok'],ok,4,positive,1
5,['baik'],baik,2,positive,1
5,['mantafffkali'],mantafffkali,0,neutral,0
5,['ok'],ok,4,positive,1
5,['super'],super,1,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['recomended'],recomended,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['kerennnnnnn'],kerennnnnnn,0,neutral,0
5,['nice'],nice,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['bagusssssssssssssss'],bagusssssssssssssss,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['okey'],okey,0,neutral,0
5,['mudah'],mudah,3,positive,1
5,['sippp'],sippp,0,neutral,0
5,['nice'],nice,4,positive,1
5,['praktis'],praktis,4,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['good'],good,5,positive,1
5,['puas'],puas,3,positive,1
5,['nice'],nice,4,positive,1
5,['mantul'],mantul,0,neutral,0
5,['suka'],suka,2,positive,1
5,['makas'],makas,0,neutral,0
5,['good'],good,5,positive,1
5,['bantu'],bantu,-1,negative,-1
5,['puas'],puas,3,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['nice'],nice,4,positive,1
5,['jos'],jos,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['okeee'],okeee,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['recommended'],recommended,0,neutral,0
5,['oke'],oke,2,positive,1
5,"['muhamad', 'irsad']",muhamad irsad,0,neutral,0
5,"['keren', 'banget']",keren banget,1,positive,1
5,['puas'],puas,3,positive,1
5,"['mantaap', 'euy']",mantaap euy,0,neutral,0
5,"['blu', 'mantuuuuullll']",blu mantuuuuullll,0,neutral,0
5,"['good', 'bangetttt']",good bangetttt,5,positive,1
5,['simple'],simple,3,positive,1
5,"['top', 'banget']",top banget,6,positive,1
5,['nyaman'],nyaman,4,positive,1
5,['simpel'],simpel,3,positive,1
5,"['terima', 'kasih', 'bca']",terima kasih bca,3,positive,1
5,[],,0,neutral,0
5,"['ok', 'banget']",ok banget,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['oce', 'bngettt']",oce bngettt,0,neutral,0
5,"['keren', 'hebat']",keren hebat,0,neutral,0
5,"['top', 'markotop']",top markotop,5,positive,1
5,"['top', 'banget']",top banget,6,positive,1
5,"['mantap', 'bft']",mantap bft,5,positive,1
5,[],,0,neutral,0
5,['nice'],nice,4,positive,1
5,[],,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['ok'],ok,4,positive,1
5,"['wow', 'amazing', 'awesome', 'impresive', 'prefect']",wow amazing awesome impresive prefect,0,neutral,0
5,"['aplikasi', 'bestyg', 'lainlewaaatmntap']",aplikasi bestyg lainlewaaatmntap,-4,negative,-1
4,"['far', 'good']",far good,5,positive,1
5,"['full', 'senyum', 'maseeee']",full senyum maseeee,1,positive,1
4,['mantap'],mantap,5,positive,1
4,['mantap'],mantap,5,positive,1
4,['ok'],ok,4,positive,1
4,['keren'],keren,0,neutral,0
4,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
4,['oke'],oke,2,positive,1
5,['bagusss'],bagusss,0,neutral,0
5,"['terima', 'kasih']",terima kasih,3,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['yen'],yen,0,neutral,0
5,['mantab'],mantab,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantab'],mantab,0,neutral,0
5,['nice'],nice,4,positive,1
5,['puas'],puas,3,positive,1
5,['baik'],baik,2,positive,1
5,['guud'],guud,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['asik'],asik,4,positive,1
5,['good'],good,5,positive,1
5,['mantappppp'],mantappppp,0,neutral,0
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['best'],best,0,neutral,0
5,['ok'],ok,4,positive,1
5,['bgus'],bgus,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['sempurna'],sempurna,0,neutral,0
5,['ok'],ok,4,positive,1
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,"['good', 'aplication']",good aplication,5,positive,1
5,"['top', 'mantap']",top mantap,10,positive,1
5,"['oke', 'kren']",oke kren,2,positive,1
5,['puas'],puas,3,positive,1
5,['puas'],puas,3,positive,1
5,"['keren', 'banget']",keren banget,1,positive,1
5,"['mantap', 'banget']",mantap banget,6,positive,1
5,['bahagia'],bahagia,3,positive,1
5,"['ok', 'banget']",ok banget,5,positive,1
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['best'],best,0,neutral,0
1,"['ok', 'banget']",ok banget,5,positive,1
1,['coba'],coba,1,positive,1
5,['ok'],ok,4,positive,1
5,['oke'],oke,2,positive,1
5,['good'],good,5,positive,1
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['mantap', 'nihhh']",mantap nihhh,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,"['blu', 'jozzz']",blu jozzz,0,neutral,0
5,['good'],good,5,positive,1
5,"['sip', 'ok']",sip ok,4,positive,1
5,"['mantul', 'banget']",mantul banget,1,positive,1
5,[],,0,neutral,0
5,"['far', 'good']",far good,5,positive,1
5,"['mudah', 'good']",mudah good,8,positive,1
5,"['bagus', 'mantap', 'mkcih', 'blu', 'bca']",bagus mantap mkcih blu bca,3,positive,1
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
4,['oke'],oke,2,positive,1
4,['mantap'],mantap,5,positive,1
4,['praktis'],praktis,4,positive,1
4,['ok'],ok,4,positive,1
5,"['cash', 'back', 'yiiieeey']",cash back yiiieeey,2,positive,1
4,"['moga', 'good']",moga good,6,positive,1
3,['good'],good,5,positive,1
3,['bagus'],bagus,-2,negative,-1
5,['mantul'],mantul,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['keren'],keren,0,neutral,0
5,"['bagus', 'banget']",bagus banget,-1,negative,-1
5,"['lancar', 'jaya']",lancar jaya,6,positive,1
1,"['ewallet', 'cacad']",ewallet cacad,0,neutral,0
1,['coba'],coba,1,positive,1
5,"['kerennnnn', 'mantappppp']",kerennnnn mantappppp,0,neutral,0
5,"['good', 'product', 'bca']",good product bca,5,positive,1
5,[],,0,neutral,0
1,['ok'],ok,4,positive,1
5,[],,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['oke'],oke,2,positive,1
5,['mantp'],mantp,0,neutral,0
5,['ok'],ok,4,positive,1
5,['ok'],ok,4,positive,1
5,['nice'],nice,4,positive,1
5,['good'],good,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['ok'],ok,4,positive,1
5,['jos'],jos,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['best'],best,0,neutral,0
5,['nice'],nice,4,positive,1
5,['goof'],goof,0,neutral,0
5,['ok'],ok,4,positive,1
5,['praktis'],praktis,4,positive,1
5,['mantuuuuuul'],mantuuuuuul,0,neutral,0
5,['puasss'],puasss,0,neutral,0
5,['manfaat'],manfaat,5,positive,1
5,['best'],best,0,neutral,0
5,['keren'],keren,0,neutral,0
5,['praktis'],praktis,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['mantab'],mantab,0,neutral,0
5,['bagus'],bagus,-2,negative,-1
5,['simple'],simple,3,positive,1
5,['mantap'],mantap,5,positive,1
5,['keren'],keren,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,[],,0,neutral,0
5,['ok'],ok,4,positive,1
5,['mantap'],mantap,5,positive,1
5,['excelent'],excelent,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['good'],good,5,positive,1
5,['top'],top,5,positive,1
5,['mantap'],mantap,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['mantap'],mantap,5,positive,1
5,['mntaaap'],mntaaap,0,neutral,0
5,['rekomended'],rekomended,0,neutral,0
5,['simplicity'],simplicity,0,neutral,0
5,['mantap'],mantap,5,positive,1
5,['good'],good,5,positive,1
5,['bagus'],bagus,-2,negative,-1
5,['okehhhhhhh'],okehhhhhhh,0,neutral,0
5,['best'],best,0,neutral,0
5,['perfect'],perfect,0,neutral,0
5,['kerennn'],kerennn,0,neutral,0
5,['nice'],nice,4,positive,1
